freq,Z,pressure_mag,pressure_phase,flow_mag,flow_phase
1.0,(1.94-2.3000486881331783j),1.0,1.784543539882615,3.0089572891257785,2.654654646884774
2.0,(1.94-1.0369270085373568j),1.0,2.4956990054997465,2.199731261094007,2.9865629968567045
3.0,(1.94-0.565620966214646j),1.0,5.068924027981854,2.020773880824272,5.352617248893762
4.0,(1.94-0.29226883321021324j),1.0,5.588552471914165,1.9618922169339628,5.73808200377912
5.0,(1.94-0.09809826393309146j),1.0,4.87013187205361,1.9424786406513421,4.920654955441724
6.0,(1.94+0.05648152348037466j),1.0,0.22055691224613894,1.9408220326693182,0.19145094678087896
7.0,(1.94+0.18843800697175195j),1.0,4.763756236737977,1.949130288736873,4.666927003131963
8.0,(1.94+0.3062549255118236j),1.0,1.7320997834133347,1.9640244599801329,1.5755285166241573
9.0,(1.94+0.4146454674176916j),1.0,0.2703888317812339,1.983817245526925,0.059822307749866604
10.0,(1.94+0.5164375456796171j),1.0,6.091401721673462,2.0075626362800207,5.8312304703252575
11.0,(1.94+0.6134307412914023j),1.0,6.103563855175301,2.0346737513324635,5.797310443441702
12.0,(1.94+0.7068247749155827j),1.0,2.960442293874324,2.0647521067756447,2.6110476160413834
13.0,(1.94+0.7974502223954515j),1.0,4.080202751990863,2.0975049123180987,3.6902011261830623
14.0,(1.94+0.8859003521905039j),1.0,4.045353533871158,2.1327023782073433,3.6169835224347
15.0,(1.94+0.9726102278377033j),1.0,3.7392244517333744,2.170154523367981,3.2745010395222693
16.0,(1.94+1.0579061469897721j),1.0,5.937880986143782,2.20969803725277,5.438643786450584
17.0,(1.94+1.1420376313811456j),1.0,5.664762195867238,2.2511885641790776,5.132708407687927
18.0,(1.94+1.2251987534719389j),1.0,5.629444417749716,2.2944960199375357,5.06615188836463
19.0,(1.94+1.3075427283622438j),1.0,1.6234760840854205,2.3395016534495077,1.0304198480159057
20.0,(1.94+1.3891921281321342j),1.0,3.2535454805583757,2.386096135712953,2.632109941170521
21.0,(1.94+1.4702461777988114j),1.0,2.750069244936017,2.434178264493382,2.1015574130350947
22.0,(1.94+1.550786061467259j),1.0,3.7289830541995053,2.4836540436302985,3.0546237781593906
23.0,(1.94+1.6308788442676818j),1.0,5.032128557466156,2.5344359934075844,4.3330823677688235
24.0,(1.94+1.710580413808582j),1.0,1.3839965552006188,2.5864426056082395,0.6613605409647616
25.0,(1.94+1.7899377156811027j),1.0,1.382140774719106,2.6395978909708355,0.636952773155002
26.0,(1.94+1.8689904730777491j),1.0,2.898087497331086,2.693830987358967,2.1313297854542963
27.0,(1.94+1.947772524273618j),1.0,1.8476227441480784,2.7490758094885672,1.0602253604079275
28.0,(1.94+2.0263128735045077j),1.0,4.678435216503397,2.8052707287051803,3.8712789983878704
29.0,(1.94+2.104636524421968j),1.0,6.056941748526695,2.8623582759555064,5.2308611441794115
30.0,(1.94+2.18276514685734j),1.0,2.177368060788489,2.920284863902004,1.3331537538530993
31.0,(1.94+2.2607176145346983j),1.0,1.997199933492336,2.9790005257917387,1.1356013078354243
32.0,(1.94+2.338510441962607j),1.0,5.062045545000383,3.0384586696494895,4.1837730076478605
33.0,(1.94+2.416158141891015j),1.0,5.157378900576317,3.0986158468945844,4.2631060757574355
34.0,(1.94+2.4936735196875266j),1.0,3.0888812323667505,3.1594315347528545,2.17924703605344
35.0,(1.94+2.5710679172491595j),1.0,4.646909765924078,3.22086793195684,3.7225203680366388
36.0,(1.94+2.6483514162621553j),1.0,0.19339162246107147,3.2828897672656883,-0.7451776974565681
37.0,(1.94+2.725533008500727j),1.0,2.261904959916348,3.3454641203317403,1.309701861265096
38.0,(1.94+2.8026207392365405j),1.0,5.556292675576036,3.4085602544180986,4.590974462334322
39.0,(1.94+2.879621828585192j),1.0,4.535292764073787,3.4721494604443977,3.5573521855383063
40.0,(1.94+2.9565427746507185j),1.0,4.821426993209251,3.53620491181427,3.831332359456276
