freq,Z,pressure_mag,pressure_phase,flow_mag,flow_phase
1.0,(2.7-5.05863219863305j),1.0,1.978619272777674,5.734087522967107,3.0591408484726017
2.0,(2.7-2.4162187637872923j),1.0,3.0945486862779137,3.623273811689891,3.824536641571221
3.0,(2.7-1.4851488030479367j),1.0,2.203506946854524,3.081504010575797,2.706392469457935
4.0,(2.7-0.981914710835181j),1.0,2.26952668164775,2.8730047858217254,2.618329261000627
5.0,(2.7-0.6498149660330657j),1.0,3.9778763954292033,2.7770955133161257,4.214056878254481
6.0,(2.7-0.40328239493627066j),1.0,3.046034275151888,2.729951774311322,3.194302013163041
7.0,(2.7-0.20564535167108677j),1.0,5.118831206211456,2.707820158478758,5.1948493816668995
8.0,(2.7-0.03856801330066029j),1.0,4.567061710014967,2.7002754473664274,4.581345187945335
9.0,(2.7+0.10813618847326145j),1.0,2.4754310575736724,2.7021645833030834,2.4354020109519463
10.0,(2.7+0.24057919462962996j),1.0,2.567492433325554,2.710697022702582,2.478623720616553
11.0,(2.7+0.36265042215505033j),1.0,3.7088797176408943,2.7242458275069885,3.5753638183368968
12.0,(2.7+0.47694281570726j),1.0,5.200716229077474,2.7418013147299294,5.0258744182705435
13.0,(2.7+0.5852514908185382j),1.0,0.34999317144420256,2.7627014510267522,0.13653556282202386
14.0,(2.7+0.6888586728690845j),1.0,2.753588175097214,2.786489955335737,2.503784466866977
15.0,(2.7+0.7887046604710453j),1.0,0.9528839791390159,2.8128375426691012,0.6686787284881974
16.0,(2.7+0.8854946775835303j),1.0,3.7446683953619107,2.8414962298107596,3.427760715911014
17.0,(2.7+0.9797680131164472j),1.0,3.1785820772158,2.872271811567657,2.830481878950412
18.0,(2.7+1.0719441139997237j),1.0,2.255115603514235,2.905006744146845,1.877183991729044
19.0,(2.7+1.162354122546461j),1.0,2.0653674429783115,2.939569204186347,1.6588461965639503
20.0,(2.7+1.2512629526071406j),1.0,5.009244603106552,2.9758459262144505,4.5752779890932915
21.0,(2.7+1.3388850582511984j),1.0,3.4874095888595016,3.013737413778499,3.027060715877001
22.0,(2.7+1.4253959018990832j),1.0,5.422447984903296,3.053154676257117,4.936711213628107
23.0,(2.7+1.5109404307676875j),1.0,2.0384375000759163,3.094016965908307,1.5282479743691972
24.0,(2.7+1.5956394342044207j),1.0,0.3639066359213811,3.1362501819829687,-0.1698523092038487
25.0,(2.7+1.679594375261108j),1.0,1.7022769610727588,3.179785726335778,1.1457859517328441
26.0,(2.7+1.7628911072892925j),1.0,5.9196358914598655,3.224559668568667,5.341208839346022
27.0,(2.7+1.8456027646254747j),1.0,2.277910370691144,3.2705121257676444,1.678305717208566
28.0,(2.7+1.9277920338437982j),1.0,1.9943180527917332,3.317586792497162,1.3742597357581168
29.0,(2.7+2.0095129550943858j),1.0,4.393292955221419,3.365730576961289,3.753472968140796
30.0,(2.7+2.090812363174011j),1.0,4.700484217050613,3.4148933128285712,4.041564771048116
31.0,(2.7+2.1717310496798636j),1.0,3.5891487758777894,3.4650275254525185,2.91176415437603
32.0,(2.7+2.252304707259486j),1.0,5.552182206529178,3.5160882375650417,4.856940380616092
33.0,(2.7+2.332564702178898j),1.0,5.380587740271824,3.5680328039202407,4.668071796159348
34.0,(2.7+2.4125387105551774j),1.0,3.8280778098223167,3.620820767440338,3.0988472273638026
35.0,(2.7+2.492251245520592j),1.0,6.19093831394474,3.6744137315766365,5.44553012580976
36.0,(2.7+2.5717240965260477j),1.0,5.60646194375962,3.7287752451244254,4.845391797785937
37.0,(2.7+2.6509766974061364j),1.0,1.9909267465982181,3.7838706968117113,1.2146898884834654
38.0,(2.7+2.730026436328649j),1.0,4.5396737166039545,3.8396672177486035,3.748745906041676
39.0,(2.7+2.808888918059554j),1.0,3.516192199891254,3.8961335903685046,2.7110305701816975
40.0,(2.7+2.8875781868882218j),1.0,3.355255193815957,3.9532401628781257,2.53629906265412
