time,pressure,flow
0.0,1.1938536324152378,-2429.5772963562363
0.0078125,-4.079758690387089,2536.845742556249
0.015625,4.692479667985572,-1312.3180871406494
0.0234375,-2.7254557798587564,1021.6406679429
0.03125,4.273884126621347,-1354.349840632334
0.0390625,-9.611906625976681,-1262.180517063916
0.046875,3.7062803449947523,4501.28109444302
0.0546875,4.749158413555428,-3192.220096780956
0.0625,-8.605867722684627,-2745.29082093793
0.0703125,-8.972377935271115,3037.537440816685
0.078125,0.08586827234207262,-938.8815421090898
0.0859375,-4.950084883060993,2200.227498379655
0.09375,11.655778581440302,1250.1160855393446
0.1015625,-2.6645454535984054,-3550.0832782671514
0.109375,4.190737904623724,3253.5575354746106
0.1171875,-2.9975178153286812,-4260.103987781546
0.125,1.5581807938913976,5511.561330059037
0.1328125,8.261726903186656,-3052.3765840464944
0.140625,-0.7297847041439348,301.8421113911559
0.1484375,3.8510004609345105,1376.4163044904649
0.15625,12.404167754698989,2007.4079902389553
0.1640625,5.597859830911742,-5067.964703568671
0.171875,-9.272930198459283,-1583.1052667459082
0.1796875,-13.533359762737646,-532.734846299705
0.1875,-4.096369127649037,4619.17029576484
0.1953125,2.3353567711578935,-2065.0314631960828
0.203125,-3.1885159594394836,603.0405204453308
0.2109375,-4.103185621495591,-1897.3935056719495
0.21875,-2.9870081424881136,3470.272688649061
0.2265625,1.6581552748375081,-3507.2073486670056
0.234375,-9.002390749631532,2317.2408719119435
0.2421875,9.260964348691378,1931.4054051101539
0.25,1.061196148184954,-1970.496012470237
0.2578125,4.733029664585844,618.0702629283861
0.265625,-4.919137252525157,-2122.5707516741218
0.2734375,7.558780861147285,5619.670496548529
0.28125,6.9488595062259755,-5394.060684443862
0.2890625,-2.4666879966775506,2316.0739051598193
0.296875,2.4639129896086245,-2448.326610730967
0.3046875,-6.055061751440145,1444.9011223502143
0.3125,6.887695938660956,1513.5256628758034
0.3203125,0.4724833851181177,-2179.5957637048905
0.328125,-1.2937063406873883,-341.29997348572056
0.3359375,-8.232063388434895,-1521.9122356669855
0.34375,-4.253035854626219,2025.809546002612
0.3515625,-5.809105763054729,-2091.1829559861694
0.359375,-6.213794468664668,1894.3744415035953
0.3671875,-3.63709753330027,-1059.0212190043421
0.375,-2.287202964901968,2809.810942779233
0.3828125,6.987557347319467,-201.47895908955115
0.390625,-2.460113813582038,-2587.37766356195
0.3984375,-3.960865132436083,1353.654569786293
0.40625,-0.4676621748755212,-430.2787975150062
0.4140625,-6.928577424349425,-1837.846097782031
0.421875,-5.583004156594564,2638.161932119749
0.4296875,2.154593846247083,-540.5180279311443
0.4375,-8.899931387575295,-2909.996252604139
0.4453125,-6.358418311737452,3824.424691606798
0.453125,5.2453592212543985,619.8630997541869
0.4609375,4.547330189865343,751.5262400201219
0.46875,10.045206480684746,356.8351048380198
0.4765625,4.461363456793237,-1616.2364312010104
0.484375,3.72720403970156,49.01421407297232
0.4921875,-2.189750328061233,-1952.462470264682
0.5,-0.7989978888758258,2185.2704505610645
0.5078125,3.9469030789171353,-73.6330409822101
0.515625,2.7975448145397257,-538.0201209024449
0.5234375,-0.5028758488006506,-115.89998853258982
0.53125,4.46321304886963,755.6712338925972
0.5390625,-3.749518679167861,-2481.219809620088
0.546875,7.2641906483329866,6355.065860021946
0.5546875,9.216066508945087,-6270.9419038298265
0.5625,-4.390058710906413,3112.2399191963227
0.5703125,10.08104496009791,-654.6675345573798
0.578125,-2.66075411004857,-1496.2619043255206
0.5859375,1.6285999191463802,754.5155024555785
0.59375,0.6550701107111399,962.327520069404
0.6015625,6.756326390837682,-624.3538391113538
0.609375,-4.529037960512532,-1868.027433931897
0.6171875,2.1606525115764814,2872.149767594395
0.625,1.770562397605433,-2484.451474935097
0.6328125,-6.863492529740025,-1415.4740381663446
0.640625,-5.504188346553652,2635.4598461229198
0.6484375,4.879474871196208,367.3197414278182
0.65625,-1.8462363291962571,-944.0944784281743
0.6640625,7.395740004078537,3524.471566355416
0.671875,7.4123486577163655,-3258.5305145783695
0.6796875,-2.4865084639428057,-273.98951705590264
0.6875,2.9766095359474396,1236.0134297615198
0.6953125,-6.400355244019,-5515.628821394828
0.703125,-11.94583005449199,5795.904059580307
0.7109375,17.543634386661346,2913.2425399928816
0.71875,1.9159057665828367,-5537.014899480887
0.7265625,0.35082093114838264,2117.8304269155883
0.734375,-3.539900101202215,-2369.6826782864573
0.7421875,2.039344459883586,3747.3317887005624
0.75,1.021314883124351,-3994.5282255887896
0.7578125,-4.920602007200702,2153.5228850878384
0.765625,4.044529005032435,1205.3937093557804
0.7734375,8.602401983755025,877.8477322470789
0.78125,1.3824025769905552,-3883.298983892813
0.7890625,-1.7512066166927711,3179.888640118836
0.796875,8.616380221610845,-90.49185206044763
0.8046875,2.7247171372637515,-1199.4970516207482
0.8125,0.2016332134313663,-735.3419618949965
0.8203125,-3.257579944064747,-1038.432058832288
0.828125,-8.965728000255135,-1111.6899527218309
0.8359375,-2.466522417442434,4056.0093605545453
0.84375,6.282204047643296,-907.3019033421707
0.8515625,-1.0800488150007084,-1176.5426583204812
0.859375,-1.476455478444042,570.3015865103496
0.8671875,3.9525575779081144,1835.7279795774843
0.875,4.459913892692578,-1731.2412427415002
0.8828125,0.5965441245925447,537.9571897869414
0.890625,-0.04778623839441609,-1959.4300377684626
0.8984375,-7.50191962286461,-460.25510571655207
0.90625,-6.294738166626563,127.89369213823932
0.9140625,-2.2532355779206354,2794.6283971544694
0.921875,6.017485804436151,-791.3007196880071
0.9296875,-6.452659309845522,-2779.5291938212717
0.9375,-2.5044109102836276,3597.2082857550267
0.9453125,3.2306573165079637,-1735.0944001545688
0.953125,-5.439045615610495,-491.2353063795116
0.9609375,0.006444968155160158,1216.16658296987
0.96875,-2.405189603368787,-695.2490534695437
0.9765625,3.7445239297865247,1903.9904945178228
0.984375,-4.81316149530163,-4826.512716003899
0.9921875,-6.5234705409004325,4317.714510537546
