(96829.3,0)
(119185,0)
(6373.46,0)
(217172,0)
(10353.3,0)
(11390.5,0)
(54716.6,0)
(22819.5,0)
(118328,0)
(113155,0)
(75724,0)
(80864.8,0)
(135229,0)
(42871.1,0)
(175346,0)
(70970.9,0)
(106483,0)
(30403.8,0)
(48849.2,0)
(404852,0)
(51630,0)
(188377,0)
(38358.2,0)
(149359,0)
(238376,0)
(12620.1,0)
(253511,0)
(214033,0)
(188795,0)
(135006,0)
(213932,0)
(277280,0)
(276592,0)
(93053.1,0)
(57351.3,0)
(239493,0)
(166127,0)
(259191,0)
(83264.6,0)
(325039,0)
(193122,0)
(110619,0)
(50240,0)
(151225,0)
(191425,0)
(117520,0)
(33651.9,0)
(61368.2,0)
(107807,0)
(81522.6,0)
(164166,0)
(481625,0)
(158620,0)
(130919,0)
(167762,0)
(215756,0)
(290635,0)
(58434,0)
(20836.1,0)
(80453.3,0)
(124476,0)
(71007.5,0)
(151448,0)
(59193.1,0)
(621171,0)
(58879.2,0)
(137823,0)
(91991.3,0)
(41446,0)
(58751.2,0)
(36942.6,0)
(261111,0)
(113762,0)
(361269,0)
(259567,0)
(245709,0)
(57904.5,0)
(325731,0)
(2871.8,0)
(64661.7,0)
(76439,0)
(27146.5,0)
(42882.6,0)
(180261,0)
(23528.7,0)
(166930,0)
(343013,0)
(138390,0)
(170481,0)
(106504,0)
(53981.4,0)
(35766.5,0)
(93890.6,0)
(6999.94,0)
(116158,0)
(98298.9,0)
(24382.9,0)
(20655.8,0)
(4060.08,0)
(1752.37,0)
(107242,0)
(925.907,0)
(171.503,0)
(42.5637,0)
(12.9222,0)
(6.69682,0)
(6.77234,0)
(8.39294,0)
(10.1251,0)
(11.5584,0)
(12.6171,0)
(13.3326,0)
(13.7645,0)
(13.9727,0)
(14.0094,0)
(13.917,0)
(13.7293,0)
(13.4724,0)
(13.1666,0)
(12.8274,0)
(12.4669,0)
(12.0939,0)
(11.7155,0)
(11.3366,0)
(10.9613,0)
(10.5922,0)
(10.2314,0)
(9.88043,0)
(9.54019,0)
(9.21133,0)
(8.89419,0)
(8.5889,0)
(8.29545,0)
(8.01371,0)
(7.74344,0)
(7.48436,0)
(7.23614,0)
(6.9984,0)
(6.77078,0)
(6.55288,0)
(6.3443,0)
(6.14465,0)
(5.95354,0)
(5.77059,0)
(5.59544,0)
(5.42772,0)
(5.26709,0)
(5.11323,0)
(4.9658,0)
(4.82451,0)
(4.68908,0)
(4.55921,0)
(4.43466,0)
(4.31516,0)
(4.20049,0)
(4.09041,0)
(3.98471,0)
(3.88319,0)
(3.78565,0)
(3.69191,0)
(3.6018,0)
(3.51514,0)
(3.43179,0)
(3.3516,0)
(3.27442,0)
(3.20012,0)
(3.12857,0)
(3.05966,0)
(2.99326,0)
(2.92928,0)
(2.8676,0)
(2.80814,0)
(2.75079,0)
(2.69547,0)
(2.64209,0)
(2.59058,0)
(2.54086,0)
(2.49285,0)
(2.44649,0)
(2.40172,0)
(2.35846,0)
(2.31667,0)
(2.27628,0)
(2.23725,0)
(2.19951,0)
(2.16303,0)
(2.12775,0)
(2.09363,0)
(2.06063,0)
(2.02871,0)
(1.99783,0)
(1.96795,0)
(1.93903,0)
(1.91106,0)
(1.88398,0)
(1.85778,0)
(1.83241,0)
(1.80787,0)
(1.78411,0)
(1.76111,0)
(1.73885,0)
(1.7173,0)
(1.69644,0)
(1.67626,0)
(1.65673,0)
(1.63782,0)
(1.61953,0)
(1.60183,0)
(1.58471,0)
(1.56814,0)
(1.55212,0)
(1.53663,0)
(1.52166,0)
(1.50719,0)
(1.4932,0)
(1.47969,0)
(1.46664,0)
(1.45404,0)
(1.44188,0)
(1.43016,0)
(1.41885,0)
(1.40795,0)
(1.39745,0)
(1.38734,0)
(1.37762,0)
(1.36827,0)
(1.35928,0)
(1.35066,0)
(1.34239,0)
(1.33447,0)
(1.32688,0)
(1.31963,0)
(1.31271,0)
(1.30611,0)
(1.29982,0)
(1.29385,0)
(1.28818,0)
(1.28282,0)
(1.27776,0)
(1.27299,0)
(1.26851,0)
(1.26432,0)
(1.26042,0)
(1.2568,0)
(1.25346,0)
(1.25039,0)
(1.2476,0)
(1.24508,0)
(1.24283,0)
(1.24085,0)
(1.23913,0)
(1.23768,0)
(1.2365,0)
(1.23558,0)
(1.23492,0)
(1.23453,0)
(1.2344,0)
(1.23453,0)
(1.23492,0)
(1.23558,0)
(1.2365,0)
(1.23768,0)
(1.23913,0)
(1.24085,0)
(1.24283,0)
(1.24508,0)
(1.2476,0)
(1.25039,0)
(1.25346,0)
(1.2568,0)
(1.26042,0)
(1.26432,0)
(1.26851,0)
(1.27299,0)
(1.27776,0)
(1.28282,0)
(1.28818,0)
(1.29385,0)
(1.29982,0)
(1.30611,0)
(1.31271,0)
(1.31963,0)
(1.32688,0)
(1.33447,0)
(1.34239,0)
(1.35066,0)
(1.35928,0)
(1.36827,0)
(1.37762,0)
(1.38734,0)
(1.39745,0)
(1.40795,0)
(1.41885,0)
(1.43016,0)
(1.44188,0)
(1.45404,0)
(1.46664,0)
(1.47969,0)
(1.4932,0)
(1.50719,0)
(1.52166,0)
(1.53663,0)
(1.55212,0)
(1.56814,0)
(1.58471,0)
(1.60183,0)
(1.61953,0)
(1.63782,0)
(1.65673,0)
(1.67626,0)
(1.69644,0)
(1.7173,0)
(1.73885,0)
(1.76111,0)
(1.78411,0)
(1.80787,0)
(1.83241,0)
(1.85778,0)
(1.88398,0)
(1.91106,0)
(1.93903,0)
(1.96795,0)
(1.99783,0)
(2.02871,0)
(2.06063,0)
(2.09363,0)
(2.12775,0)
(2.16303,0)
(2.19951,0)
(2.23725,0)
(2.27628,0)
(2.31667,0)
(2.35846,0)
(2.40172,0)
(2.44649,0)
(2.49285,0)
(2.54086,0)
(2.59058,0)
(2.64209,0)
(2.69547,0)
(2.75079,0)
(2.80814,0)
(2.8676,0)
(2.92928,0)
(2.99326,0)
(3.05966,0)
(3.12857,0)
(3.20012,0)
(3.27442,0)
(3.3516,0)
(3.43179,0)
(3.51514,0)
(3.6018,0)
(3.69191,0)
(3.78565,0)
(3.88319,0)
(3.98471,0)
(4.09041,0)
(4.20049,0)
(4.31516,0)
(4.43466,0)
(4.55921,0)
(4.68908,0)
(4.82451,0)
(4.9658,0)
(5.11323,0)
(5.26709,0)
(5.42772,0)
(5.59544,0)
(5.77059,0)
(5.95354,0)
(6.14465,0)
(6.3443,0)
(6.55288,0)
(6.77078,0)
(6.9984,0)
(7.23614,0)
(7.48436,0)
(7.74344,0)
(8.01371,0)
(8.29545,0)
(8.5889,0)
(8.89419,0)
(9.21133,0)
(9.54019,0)
(9.88043,0)
(10.2314,0)
(10.5922,0)
(10.9613,0)
(11.3366,0)
(11.7155,0)
(12.0939,0)
(12.4669,0)
(12.8274,0)
(13.1666,0)
(13.4724,0)
(13.7293,0)
(13.917,0)
(14.0094,0)
(13.9727,0)
(13.7645,0)
(13.3326,0)
(12.6171,0)
(11.5584,0)
(10.1251,0)
(8.39294,0)
(6.77234,0)
(6.69682,0)
(12.9222,0)
(42.5637,0)
(171.503,0)
(925.907,0)
(107242,0)
(1752.37,0)
(4060.08,0)
(20655.8,0)
(24382.9,0)
(98298.9,0)
(116158,0)
(6999.94,0)
(93890.6,0)
(35766.5,0)
(53981.4,0)
(106504,0)
(170481,0)
(138390,0)
(343013,0)
(166930,0)
(23528.7,0)
(180261,0)
(42882.6,0)
(27146.5,0)
(76439,0)
(64661.7,0)
(2871.8,0)
(325731,0)
(57904.5,0)
(245709,0)
(259567,0)
(361269,0)
(113762,0)
(261111,0)
(36942.6,0)
(58751.2,0)
(41446,0)
(91991.3,0)
(137823,0)
(58879.2,0)
(621171,0)
(59193.1,0)
(151448,0)
(71007.5,0)
(124476,0)
(80453.3,0)
(20836.1,0)
(58434,0)
(290635,0)
(215756,0)
(167762,0)
(130919,0)
(158620,0)
(481625,0)
(164166,0)
(81522.6,0)
(107807,0)
(61368.2,0)
(33651.9,0)
(117520,0)
(191425,0)
(151225,0)
(50240,0)
(110619,0)
(193122,0)
(325039,0)
(83264.6,0)
(259191,0)
(166127,0)
(239493,0)
(57351.3,0)
(93053.1,0)
(276592,0)
(277280,0)
(213932,0)
(135006,0)
(188795,0)
(214033,0)
(253511,0)
(12620.1,0)
(238376,0)
(149359,0)
(38358.2,0)
(188377,0)
(51630,0)
(404852,0)
(48849.2,0)
(30403.8,0)
(106483,0)
(70970.9,0)
(175346,0)
(42871.1,0)
(135229,0)
